Entity,Code,Year,"Hospital beds (per 100,000)"
Congo,COG,2005,1.6
Costa Rica,CRI,1960,4.79078
Costa Rica,CRI,1970,3.9396
Costa Rica,CRI,1980,3.3144
Costa Rica,CRI,1990,2.5
Costa Rica,CRI,1994,1.7939
Costa Rica,CRI,1995,1.78
Costa Rica,CRI,1996,1.75
Costa Rica,CRI,1997,1.71
Costa Rica,CRI,1998,1.68
Costa Rica,CRI,2003,1.4
Costa Rica,CRI,2004,1.4
Costa Rica,CRI,2005,1.35
Costa Rica,CRI,2006,1.32
Costa Rica,CRI,2007,1.3
Costa Rica,CRI,2008,1.25
Costa Rica,CRI,2009,1.24
Costa Rica,CRI,2010,1.24
Costa Rica,CRI,2011,1.23
Costa Rica,CRI,2012,1.2
Costa Rica,CRI,2013,1.18
Costa Rica,CRI,2014,1.17
Costa Rica,CRI,2015,1.16
Costa Rica,CRI,2016,1.16
Costa Rica,CRI,2017,1.13
Cote d'Ivoire,CIV,1960,1.34877
Cote d'Ivoire,CIV,1970,1.1561
Cote d'Ivoire,CIV,1989,0.8285
Cote d'Ivoire,CIV,1990,0.8116
Cote d'Ivoire,CIV,2006,0.4
Croatia,HRV,1980,7.2348
Croatia,HRV,1981,7.3081
Croatia,HRV,1982,7.4235
Croatia,HRV,1983,7.4652
Croatia,HRV,1984,7.4466
Croatia,HRV,1985,7.4543
Croatia,HRV,1986,7.4026
Croatia,HRV,1987,7.4225
Croatia,HRV,1988,7.4417
Croatia,HRV,1989,7.393
Croatia,HRV,1990,7.3778
Croatia,HRV,1991,6.5201
Croatia,HRV,1992,6.2101
Croatia,HRV,1993,6.0712
Croatia,HRV,1994,5.9095
Croatia,HRV,1995,5.75
Croatia,HRV,1996,6.19
Croatia,HRV,1997,6.01
Croatia,HRV,1998,6.06
Croatia,HRV,1999,5.93
Croatia,HRV,2000,6.2
Croatia,HRV,2001,6
Croatia,HRV,2002,5.7
Croatia,HRV,2003,5.6
Croatia,HRV,2004,5.5
Croatia,HRV,2005,5.5
Croatia,HRV,2006,5.5
Croatia,HRV,2007,5.5
Croatia,HRV,2008,5.5
Croatia,HRV,2009,5.5282
Croatia,HRV,2010,5.7796
Croatia,HRV,2011,5.8441
Croatia,HRV,2012,5.8863
Croatia,HRV,2013,5.8604
Croatia,HRV,2014,5.9102
Croatia,HRV,2015,5.563
Croatia,HRV,2016,5.4925
Croatia,HRV,2017,5.5397
Cuba,CUB,1960,4.3665
Cuba,CUB,1970,4.6324
Cuba,CUB,1990,5.4212
Cuba,CUB,1993,6
Cuba,CUB,1996,5.13
Cuba,CUB,2003,4.9
Cuba,CUB,2005,4.9
Cuba,CUB,2006,4.9
Cuba,CUB,2007,4.9
Cuba,CUB,2008,6
Cuba,CUB,2009,5.9
Cuba,CUB,2010,5.9
Cuba,CUB,2011,5.1
Cuba,CUB,2012,5.3
Cuba,CUB,2013,5.1
Cuba,CUB,2014,5.2
Cyprus,CYP,1960,4.52356
Cyprus,CYP,1970,5.3821
Cyprus,CYP,1980,5.653
Cyprus,CYP,1981,5.7201
Cyprus,CYP,1989,5.0864
Cyprus,CYP,2000,4.5
Cyprus,CYP,2001,4.4
Cyprus,CYP,2002,4.4
Cyprus,CYP,2003,4.3
Cyprus,CYP,2004,4.2
Cyprus,CYP,2005,3.8
Cyprus,CYP,2006,3.7
Cyprus,CYP,2007,3.8
Cyprus,CYP,2008,3.8
Cyprus,CYP,2009,3.7622
Cyprus,CYP,2010,3.5662
Cyprus,CYP,2011,3.5117
Cyprus,CYP,2012,3.4609
Cyprus,CYP,2013,3.4086
Cyprus,CYP,2014,3.4158
Cyprus,CYP,2015,3.4153
Cyprus,CYP,2016,3.4267
Cyprus,CYP,2017,3.3996
Czech Republic,CZE,1980,11.3
Czech Republic,CZE,1985,11.4
Czech Republic,CZE,1990,11.3
Czech Republic,CZE,1991,11.1
Czech Republic,CZE,1992,10.7
Czech Republic,CZE,1993,10.4
Czech Republic,CZE,1994,10.2
Czech Republic,CZE,2000,7.8
Czech Republic,CZE,2001,7.8
Czech Republic,CZE,2002,7.8
Czech Republic,CZE,2003,7.7
Czech Republic,CZE,2004,7.6
Czech Republic,CZE,2005,7.57
Czech Republic,CZE,2006,7.45
Czech Republic,CZE,2007,7.33
Czech Republic,CZE,2008,7.21
Czech Republic,CZE,2009,7.14
Czech Republic,CZE,2010,7.3
Czech Republic,CZE,2011,7.06
Czech Republic,CZE,2012,6.93
Czech Republic,CZE,2013,6.7
Czech Republic,CZE,2014,6.68
Czech Republic,CZE,2015,6.67
Czech Republic,CZE,2016,6.66
Czech Republic,CZE,2017,6.63
Democratic_Republic_of_Congo,COD,1960,5.67404
Democratic_Republic_of_Congo,COD,1970,3.3234
Democratic_Republic_of_Congo,COD,1975,3.2253
Democratic_Republic_of_Congo,COD,1987,1.5931
Democratic_Republic_of_Congo,COD,1990,1.4268
Democratic_Republic_of_Congo,COD,2005,1.1
Democratic_Republic_of_Congo,COD,2006,0.8
Denmark,DNK,1970,8.1
Denmark,DNK,1972,8.4
Denmark,DNK,1973,8.3
Denmark,DNK,1974,8.5
Denmark,DNK,1975,8.5
Denmark,DNK,1976,8.6
Denmark,DNK,1977,8.4
Denmark,DNK,1978,8.5
Denmark,DNK,1979,8.2
Denmark,DNK,1980,8.1
Denmark,DNK,1981,7.8
Denmark,DNK,1982,7.7
Denmark,DNK,1983,7.4
Denmark,DNK,1984,7.1
Denmark,DNK,1985,7
Denmark,DNK,1986,6.9
Denmark,DNK,1987,6.2
Denmark,DNK,1988,6
Denmark,DNK,1989,5.8
Denmark,DNK,1990,5.6
Denmark,DNK,1991,5.4
Denmark,DNK,1992,5.1
Denmark,DNK,1993,5
Denmark,DNK,1994,5
Denmark,DNK,1995,4.9
Denmark,DNK,1996,4.7
Denmark,DNK,1997,4.6
Denmark,DNK,1998,4.5
Denmark,DNK,1999,4.3
Denmark,DNK,2000,4.3
Denmark,DNK,2001,4.2
Denmark,DNK,2002,4.3
Denmark,DNK,2003,4.1
Denmark,DNK,2004,4
Denmark,DNK,2005,3.86
Denmark,DNK,2006,3.79
Denmark,DNK,2007,3.69
Denmark,DNK,2008,3.57
Denmark,DNK,2009,3.49
Denmark,DNK,2010,3.5
Denmark,DNK,2011,3.13
Denmark,DNK,2013,3.07
Denmark,DNK,2014,2.69
Denmark,DNK,2015,2.53
Denmark,DNK,2016,2.6
Denmark,DNK,2017,2.61
Denmark,DNK,2018,2.5
Djibouti,DJI,1960,7.83133
Djibouti,DJI,1970,6.0774
Djibouti,DJI,1981,3.6105
Djibouti,DJI,1990,2.5397
Djibouti,DJI,2000,1.8
Djibouti,DJI,2001,1.8
Djibouti,DJI,2002,1.8
Djibouti,DJI,2003,1.6
Djibouti,DJI,2004,1.6
Djibouti,DJI,2005,1.6
Djibouti,DJI,2006,1.6
Djibouti,DJI,2010,1.4
Djibouti,DJI,2011,1.4
Djibouti,DJI,2012,1.4
Djibouti,DJI,2013,1.4
Djibouti,DJI,2014,1.4
Dominica,DMA,1960,4.54395
Dominica,DMA,1970,4.4444
Dominica,DMA,1990,3
Dominica,DMA,1993,2.5939
Dominica,DMA,1995,3.6
Dominica,DMA,1996,2.65
Dominica,DMA,2000,3.8
Dominica,DMA,2001,3.5
Dominica,DMA,2002,3.9
Dominica,DMA,2003,3.9
Dominica,DMA,2004,3.9
Dominica,DMA,2005,3.9
Dominica,DMA,2007,4
Dominica,DMA,2008,3.8
Dominica,DMA,2009,3.8
Dominica,DMA,2010,3.8
Dominica,DMA,2011,3.8
Dominica,DMA,2012,3.8
Dominican_Republic,DOM,1960,2.32869
Dominican_Republic,DOM,1970,2.6394
Dominican_Republic,DOM,1975,2.5015
Dominican_Republic,DOM,1990,1.8813
Dominican_Republic,DOM,1993,2
Dominican_Republic,DOM,1996,1.5
Dominican_Republic,DOM,2003,2.1
Dominican_Republic,DOM,2005,2
Dominican_Republic,DOM,2007,1
Dominican_Republic,DOM,2008,1
Dominican_Republic,DOM,2009,1
Dominican_Republic,DOM,2010,1.6
Dominican_Republic,DOM,2011,1.7
Dominican_Republic,DOM,2013,1.6
Dominican_Republic,DOM,2014,1.6
East Asia & Pacific,,1970,2.56044
East Asia & Pacific,,1975,1.91706
East Asia & Pacific,,1976,2.12824
East Asia & Pacific,,1980,3.32458
East Asia & Pacific,,1981,2.43829
East Asia & Pacific,,1982,2.38299
East Asia & Pacific,,1983,2.41177
East Asia & Pacific,,1984,2.45617
East Asia & Pacific,,1985,3.28651
East Asia & Pacific,,1986,2.39684
East Asia & Pacific,,1989,2.48765
East Asia & Pacific,,1990,2.34123
East Asia & Pacific,,1991,2.42091
East Asia & Pacific,,1992,2.42885
East Asia & Pacific,,1993,3.43514
East Asia & Pacific,,1994,3.52702
East Asia & Pacific,,1995,3.80125
East Asia & Pacific,,1996,3.80359
East Asia & Pacific,,1997,3.70712
East Asia & Pacific,,1998,3.39318
East Asia & Pacific,,1999,3.70068
East Asia & Pacific,,2000,3.6116
East Asia & Pacific,,2001,3.37082
East Asia & Pacific,,2002,3.08476
East Asia & Pacific,,2003,3.41366
East Asia & Pacific,,2004,4.02502
East Asia & Pacific,,2005,3.35822
East Asia & Pacific,,2006,3.17101
East Asia & Pacific,,2009,4.77824
East Asia & Pacific,,2010,3.00729
East Asia & Pacific,,2011,3.54986
East Asia & Pacific,,2012,4.4436
East Asia & Pacific (IDA & IBRD countries),,1965,1.44
East Asia & Pacific (IDA & IBRD countries),,1966,1.52
East Asia & Pacific (IDA & IBRD countries),,1967,1.5
East Asia & Pacific (IDA & IBRD countries),,1968,1.45
East Asia & Pacific (IDA & IBRD countries),,1969,1.45
East Asia & Pacific (IDA & IBRD countries),,1970,1.44188
East Asia & Pacific (IDA & IBRD countries),,1971,1.58
East Asia & Pacific (IDA & IBRD countries),,1972,1.71
East Asia & Pacific (IDA & IBRD countries),,1973,1.77
East Asia & Pacific (IDA & IBRD countries),,1974,1.85
East Asia & Pacific (IDA & IBRD countries),,1975,1.78115
East Asia & Pacific (IDA & IBRD countries),,1976,1.98732
East Asia & Pacific (IDA & IBRD countries),,1977,2.07
East Asia & Pacific (IDA & IBRD countries),,1978,2.14
East Asia & Pacific (IDA & IBRD countries),,1979,2.2
East Asia & Pacific (IDA & IBRD countries),,1980,2.22373
East Asia & Pacific (IDA & IBRD countries),,1981,2.29444
East Asia & Pacific (IDA & IBRD countries),,1982,2.23418
East Asia & Pacific (IDA & IBRD countries),,1983,2.26248
East Asia & Pacific (IDA & IBRD countries),,1984,2.31001
East Asia & Pacific (IDA & IBRD countries),,1985,2.122
East Asia & Pacific (IDA & IBRD countries),,1986,2.36594
East Asia & Pacific (IDA & IBRD countries),,1987,2.47997
East Asia & Pacific (IDA & IBRD countries),,1988,2.53665
East Asia & Pacific (IDA & IBRD countries),,1989,2.3565
East Asia & Pacific (IDA & IBRD countries),,1990,2.27877
East Asia & Pacific (IDA & IBRD countries),,1991,2.27225
East Asia & Pacific (IDA & IBRD countries),,1992,2.27771
East Asia & Pacific (IDA & IBRD countries),,1993,2.29198
East Asia & Pacific (IDA & IBRD countries),,1994,2.34961
East Asia & Pacific (IDA & IBRD countries),,1995,2.57205
East Asia & Pacific (IDA & IBRD countries),,1996,2.54084
East Asia & Pacific (IDA & IBRD countries),,1997,2.49807
East Asia & Pacific (IDA & IBRD countries),,1998,2.25573
East Asia & Pacific (IDA & IBRD countries),,1999,2.50488
East Asia & Pacific (IDA & IBRD countries),,2000,2.4435
East Asia & Pacific (IDA & IBRD countries),,2001,2.40325
East Asia & Pacific (IDA & IBRD countries),,2002,2.03127
East Asia & Pacific (IDA & IBRD countries),,2003,2.20021
East Asia & Pacific (IDA & IBRD countries),,2004,2.96565
East Asia & Pacific (IDA & IBRD countries),,2005,2.42651
East Asia & Pacific (IDA & IBRD countries),,2006,2.1059
East Asia & Pacific (IDA & IBRD countries),,2009,3.87593
East Asia & Pacific (IDA & IBRD countries),,2010,2.8495
East Asia & Pacific (IDA & IBRD countries),,2011,3.55539
East Asia & Pacific (IDA & IBRD countries),,2012,3.51425
East Asia & Pacific (excluding high income),,1965,1.44
East Asia & Pacific (excluding high income),,1966,1.52
East Asia & Pacific (excluding high income),,1967,1.5
East Asia & Pacific (excluding high income),,1968,1.45
East Asia & Pacific (excluding high income),,1969,1.45
East Asia & Pacific (excluding high income),,1970,1.44188
East Asia & Pacific (excluding high income),,1971,1.58
East Asia & Pacific (excluding high income),,1972,1.71
East Asia & Pacific (excluding high income),,1973,1.77
East Asia & Pacific (excluding high income),,1974,1.85
East Asia & Pacific (excluding high income),,1975,1.78115
East Asia & Pacific (excluding high income),,1976,1.98732
East Asia & Pacific (excluding high income),,1977,2.07
East Asia & Pacific (excluding high income),,1978,2.14
East Asia & Pacific (excluding high income),,1979,2.2
East Asia & Pacific (excluding high income),,1980,2.22373
East Asia & Pacific (excluding high income),,1981,2.29444
East Asia & Pacific (excluding high income),,1982,2.23418
East Asia & Pacific (excluding high income),,1983,2.26248
East Asia & Pacific (excluding high income),,1984,2.31001
East Asia & Pacific (excluding high income),,1985,2.122
East Asia & Pacific (excluding high income),,1986,2.36594
East Asia & Pacific (excluding high income),,1987,2.47997
East Asia & Pacific (excluding high income),,1988,2.53665
East Asia & Pacific (excluding high income),,1989,2.3565
East Asia & Pacific (excluding high income),,1990,2.27877
East Asia & Pacific (excluding high income),,1991,2.27225
East Asia & Pacific (excluding high income),,1992,2.27771
East Asia & Pacific (excluding high income),,1993,2.29198
East Asia & Pacific (excluding high income),,1994,2.34961
East Asia & Pacific (excluding high income),,1995,2.57205
East Asia & Pacific (excluding high income),,1996,2.54084
East Asia & Pacific (excluding high income),,1997,2.49807
East Asia & Pacific (excluding high income),,1998,2.25571
East Asia & Pacific (excluding high income),,1999,2.50488
East Asia & Pacific (excluding high income),,2000,2.4435
East Asia & Pacific (excluding high income),,2001,2.40325
East Asia & Pacific (excluding high income),,2002,2.17578
East Asia & Pacific (excluding high income),,2003,2.20021
East Asia & Pacific (excluding high income),,2004,2.96565
East Asia & Pacific (excluding high income),,2005,2.42651
East Asia & Pacific (excluding high income),,2006,2.10585
East Asia & Pacific (excluding high income),,2009,3.87592
East Asia & Pacific (excluding high income),,2010,2.99696
East Asia & Pacific (excluding high income),,2011,3.55539
East Asia & Pacific (excluding high income),,2012,3.6474
Ecuador,ECU,1960,1.87069
Ecuador,ECU,1970,2.3491
Ecuador,ECU,1975,2.5463
Ecuador,ECU,1980,1.9072
Ecuador,ECU,1990,1.6441
Ecuador,ECU,1993,1.6
Ecuador,ECU,1996,1.55
Ecuador,ECU,2002,1.5
Ecuador,ECU,2003,1.7
Ecuador,ECU,2007,1.5
Ecuador,ECU,2008,1.5
Ecuador,ECU,2009,1.5
Ecuador,ECU,2010,1.6
Ecuador,ECU,2011,1.6
Ecuador,ECU,2012,1.5
Ecuador,ECU,2013,1.5
Egypt,EGY,1960,2.14698
Egypt,EGY,1970,2.1805
Egypt,EGY,1975,2.0366
Egypt,EGY,1980,2.0263
Egypt,EGY,1981,2.0722
Egypt,EGY,1986,2.0857
Egypt,EGY,1988,2.1247
Egypt,EGY,1989,2.0199
Egypt,EGY,1990,2.0709
Egypt,EGY,1991,2.0242
Egypt,EGY,1992,2.0004
Egypt,EGY,1993,1.9293
Egypt,EGY,1996,2.1
Egypt,EGY,1997,2.1
Egypt,EGY,2000,2.1
Egypt,EGY,2001,2.1
Egypt,EGY,2002,2.1
Egypt,EGY,2003,2.2
Egypt,EGY,2004,2.2
Egypt,EGY,2005,2.2
Egypt,EGY,2006,2.2
Egypt,EGY,2007,2.1
Egypt,EGY,2008,2.1
Egypt,EGY,2009,1.7
Egypt,EGY,2010,1.7
Egypt,EGY,2011,0.5
Egypt,EGY,2012,0.5
Egypt,EGY,2013,0.5
Egypt,EGY,2014,1.6
El_Salvador,SLV,1960,2.18348
El_Salvador,SLV,1970,1.9024
El_Salvador,SLV,1975,1.985
El_Salvador,SLV,1990,1.4711
El_Salvador,SLV,1993,1.5
El_Salvador,SLV,1996,1.65
El_Salvador,SLV,2005,0.9
El_Salvador,SLV,2006,0.9
El_Salvador,SLV,2007,0.7
El_Salvador,SLV,2008,0.8
El_Salvador,SLV,2009,1.1
El_Salvador,SLV,2010,1
El_Salvador,SLV,2011,1
El_Salvador,SLV,2012,1.1
El_Salvador,SLV,2013,1.1
El_Salvador,SLV,2014,1.3
Equatorial_Guinea,GNQ,1960,4.99603
Equatorial_Guinea,GNQ,1988,2.803
Equatorial_Guinea,GNQ,2001,1.1
Equatorial_Guinea,GNQ,2005,2.2
Equatorial_Guinea,GNQ,2009,1.9
Equatorial_Guinea,GNQ,2010,2.1
Eritrea,ERI,2006,1.2
Eritrea,ERI,2011,0.7
Estonia,EST,1980,12.1851
Estonia,EST,1985,12.2744
Estonia,EST,1986,12.2652
Estonia,EST,1987,12.1365
Estonia,EST,1988,12.0267
Estonia,EST,1989,11.9308
Estonia,EST,1990,11.6106
Estonia,EST,1991,11.2892
Estonia,EST,1992,9.6817
Estonia,EST,1993,9.6223
Estonia,EST,1994,8.5613
Estonia,EST,1995,8.35
Estonia,EST,1996,7.9
Estonia,EST,1997,7.71
Estonia,EST,1998,7.58
Estonia,EST,1999,7.53
Estonia,EST,2000,7
Estonia,EST,2001,6.6
Estonia,EST,2002,6
Estonia,EST,2003,5.7
Estonia,EST,2004,5.7
Estonia,EST,2005,5.38
Estonia,EST,2006,5.55
Estonia,EST,2007,5.48
Estonia,EST,2008,5.63
Estonia,EST,2009,5.37
Estonia,EST,2010,5.27
Estonia,EST,2011,5.36
Estonia,EST,2012,5.53
Estonia,EST,2013,5.01
Estonia,EST,2014,5.01
Estonia,EST,2015,4.96
Estonia,EST,2016,4.76
Estonia,EST,2017,4.69
Ethiopia,ETH,1960,0.29423
Ethiopia,ETH,1970,0.2852
Ethiopia,ETH,1975,0.2857
Ethiopia,ETH,1980,0.2955
Ethiopia,ETH,1990,0.2415
Ethiopia,ETH,2004,0.2
Ethiopia,ETH,2006,0.2
Ethiopia,ETH,2008,0.2
Ethiopia,ETH,2011,6.3
Ethiopia,ETH,2015,0.3
Euro area,,1970,9.65219
Euro area,,1980,9.94209
Euro area,,1985,9.07524
Euro area,,1990,8.24124
Euro area,,1991,8.03062
Euro area,,1992,7.90772
Euro area,,1993,7.74925
Euro area,,1994,7.64865
Euro area,,1995,7.51709
Euro area,,1996,7.50233
Euro area,,1997,7.23489
Euro area,,1998,7.07349
Euro area,,1999,6.87949
Euro area,,2000,6.72116
Euro area,,2001,6.61872
Euro area,,2002,6.49733
Euro area,,2003,6.34063
Euro area,,2004,6.21005
Euro area,,2005,6.14497
Euro area,,2006,6.00385
Euro area,,2007,5.94032
Euro area,,2008,5.82573
Euro area,,2009,5.73699
Euro area,,2010,5.71353
Euro area,,2011,5.64364
Euro area,,2012,5.57631
Euro area,,2013,6.16749
Europe & Central Asia,,1980,9.15769
Europe & Central Asia,,1985,9.59039
Europe & Central Asia,,1986,9.67614
Europe & Central Asia,,1987,9.6579
Europe & Central Asia,,1988,9.62594
Europe & Central Asia,,1989,9.56976
Europe & Central Asia,,1990,9.16829
Europe & Central Asia,,1991,9.03137
Europe & Central Asia,,1992,8.70102
Europe & Central Asia,,1993,8.52431
Europe & Central Asia,,1994,8.32778
Europe & Central Asia,,1995,8.13339
Europe & Central Asia,,1996,7.9083
Europe & Central Asia,,1997,7.54738
Europe & Central Asia,,1998,7.30307
Europe & Central Asia,,1999,7.09575
Europe & Central Asia,,2000,6.9694
Europe & Central Asia,,2001,6.95853
Europe & Central Asia,,2002,6.81794
Europe & Central Asia,,2003,6.72383
Europe & Central Asia,,2004,6.52775
Europe & Central Asia,,2005,6.44237
Europe & Central Asia,,2006,6.35761
Europe & Central Asia,,2007,6.2152
Europe & Central Asia,,2008,6.13612
Europe & Central Asia,,2009,6.08717
Europe & Central Asia,,2010,5.97972
Europe & Central Asia,,2011,5.8554
Europe & Central Asia,,2012,5.80472
Europe & Central Asia,,2013,5.92492
Europe & Central Asia (IDA & IBRD countries),,1985,10.15088
Europe & Central Asia (IDA & IBRD countries),,1986,10.6572
Europe & Central Asia (IDA & IBRD countries),,1987,10.68939
Europe & Central Asia (IDA & IBRD countries),,1988,10.72202
Europe & Central Asia (IDA & IBRD countries),,1989,10.74227
Europe & Central Asia (IDA & IBRD countries),,1990,10.27119
Europe & Central Asia (IDA & IBRD countries),,1991,10.04384
Europe & Central Asia (IDA & IBRD countries),,1992,9.80877
Europe & Central Asia (IDA & IBRD countries),,1993,9.64541
Europe & Central Asia (IDA & IBRD countries),,1994,9.37119
Europe & Central Asia (IDA & IBRD countries),,1995,9.16165
Europe & Central Asia (IDA & IBRD countries),,1996,8.79327
Europe & Central Asia (IDA & IBRD countries),,1997,8.30264
Europe & Central Asia (IDA & IBRD countries),,1998,8.00366
Europe & Central Asia (IDA & IBRD countries),,1999,7.77883
Europe & Central Asia (IDA & IBRD countries),,2000,7.65169
Europe & Central Asia (IDA & IBRD countries),,2001,7.82482
Europe & Central Asia (IDA & IBRD countries),,2002,7.55182
Europe & Central Asia (IDA & IBRD countries),,2003,7.49348
Europe & Central Asia (IDA & IBRD countries),,2004,7.22078
Europe & Central Asia (IDA & IBRD countries),,2005,7.12679
Europe & Central Asia (IDA & IBRD countries),,2006,7.09029
Europe & Central Asia (IDA & IBRD countries),,2007,6.90773
Europe & Central Asia (IDA & IBRD countries),,2008,6.86874
Europe & Central Asia (IDA & IBRD countries),,2009,6.858
Europe & Central Asia (IDA & IBRD countries),,2010,6.6847
Europe & Central Asia (IDA & IBRD countries),,2011,6.51656
Europe & Central Asia (IDA & IBRD countries),,2012,6.45999
Europe & Central Asia (IDA & IBRD countries),,2013,6.36195
Europe & Central Asia (excluding high income),,1985,10.64788
Europe & Central Asia (excluding high income),,1986,10.6996
Europe & Central Asia (excluding high income),,1987,10.73169
Europe & Central Asia (excluding high income),,1988,10.76423
Europe & Central Asia (excluding high income),,1989,10.7851
Europe & Central Asia (excluding high income),,1990,10.77212
Europe & Central Asia (excluding high income),,1991,10.52797
Europe & Central Asia (excluding high income),,1992,10.28378
Europe & Central Asia (excluding high income),,1993,10.10307
Europe & Central Asia (excluding high income),,1994,9.79991
Europe & Central Asia (excluding high income),,1995,9.57809
Europe & Central Asia (excluding high income),,1996,9.16155
Europe & Central Asia (excluding high income),,1997,8.62696
Europe & Central Asia (excluding high income),,1998,8.30375
Europe & Central Asia (excluding high income),,1999,8.07501
Europe & Central Asia (excluding high income),,2000,7.94343
Europe & Central Asia (excluding high income),,2001,7.84532
Europe & Central Asia (excluding high income),,2002,7.76772
Europe & Central Asia (excluding high income),,2003,7.59398
Europe & Central Asia (excluding high income),,2004,7.29202
Europe & Central Asia (excluding high income),,2005,7.20592
Europe & Central Asia (excluding high income),,2006,7.16531
Europe & Central Asia (excluding high income),,2007,6.97256
Europe & Central Asia (excluding high income),,2008,6.91011
Europe & Central Asia (excluding high income),,2009,6.88915
Europe & Central Asia (excluding high income),,2010,6.71413
Europe & Central Asia (excluding high income),,2011,6.52689
Europe & Central Asia (excluding high income),,2012,6.46215
Europe & Central Asia (excluding high income),,2013,6.35366
European Union,,1970,9.28148
European Union,,1980,9.33153
European Union,,1985,8.68986
European Union,,1990,7.91495
European Union,,1991,7.71228
European Union,,1992,7.45894
European Union,,1993,7.30178
European Union,,1994,7.21383
European Union,,1995,6.9916
European Union,,1996,6.95284
European Union,,1997,6.7596
European Union,,1998,6.55759
European Union,,1999,6.36504
European Union,,2000,6.28424
European Union,,2001,6.29426
European Union,,2002,6.1415
European Union,,2003,6.07016
European Union,,2004,5.96144
European Union,,2005,5.88307
European Union,,2006,5.76474
European Union,,2007,5.66345
European Union,,2008,5.59866
European Union,,2009,5.5193
European Union,,2010,5.4052
European Union,,2011,5.3452
European Union,,2012,5.2894
European Union,,2013,5.2284
European Union,,2014,5.1848
European Union,,2015,5.1233
European Union,,2016,5.0831
European Union,,2017,5.043
Fiji,FJI,1960,4.04061
Fiji,FJI,1970,2.9096
Fiji,FJI,1975,3.3333
Fiji,FJI,1980,2.8139
Fiji,FJI,1981,2.7461
Fiji,FJI,1999,2.6
Fiji,FJI,2004,2.1
Fiji,FJI,2005,2.09
Fiji,FJI,2008,2.1
Fiji,FJI,2009,2.1
Fiji,FJI,2011,2.3
Finland,FIN,1970,15.1
Finland,FIN,1980,15.6
Finland,FIN,1985,14
Finland,FIN,1990,12.5
Finland,FIN,1991,11.2
Finland,FIN,1992,11
Finland,FIN,1993,10
Finland,FIN,1994,10
Finland,FIN,1995,9.3
Finland,FIN,1996,9.2
Finland,FIN,1997,7.9
Finland,FIN,1998,7.8
Finland,FIN,1999,7.6
Finland,FIN,2000,7.5
Finland,FIN,2001,7.5
Finland,FIN,2002,7.4
Finland,FIN,2003,7.2
Finland,FIN,2004,7.1
Finland,FIN,2005,7.05
Finland,FIN,2006,6.99
Finland,FIN,2007,6.73
Finland,FIN,2008,6.57
Finland,FIN,2009,6.25
Finland,FIN,2010,5.85
Finland,FIN,2011,5.52
Finland,FIN,2012,5.3
Finland,FIN,2013,4.87
Finland,FIN,2014,4.53
Finland,FIN,2015,4.35
Finland,FIN,2016,3.97
Finland,FIN,2017,3.28
Fragile_and_conflict_affected_situations,,1960,1.73777
Fragile_and_conflict_affected_situations,,1970,1.66682
Fragile_and_conflict_affected_situations,,1990,1.1304
Fragile_and_conflict_affected_situations,,2006,0.977
France,FRA,1974,10.5
France,FRA,1975,10.6
France,FRA,1976,10.6
France,FRA,1977,10.8
France,FRA,1978,10.9
France,FRA,1979,11.1
France,FRA,1980,11.1
France,FRA,1981,11.1
France,FRA,1982,11
France,FRA,1983,10.8
France,FRA,1984,10.7
France,FRA,1985,10.5
France,FRA,1986,10.3
France,FRA,1987,10.2
France,FRA,1988,10.1
France,FRA,1989,9.9
France,FRA,1990,9.7
France,FRA,1991,9.6
France,FRA,1992,9.4
France,FRA,1993,9.3
France,FRA,1994,9.1
France,FRA,1995,8.9
France,FRA,1996,8.8
France,FRA,1997,8.6
France,FRA,1998,8.4
France,FRA,1999,8.3
France,FRA,2000,8.2
France,FRA,2001,8.1
France,FRA,2002,8
France,FRA,2003,7.8
France,FRA,2004,7.6
France,FRA,2005,7.22
France,FRA,2006,7.11
France,FRA,2007,7.06
France,FRA,2008,6.9
France,FRA,2009,6.66
France,FRA,2010,6.43
France,FRA,2011,6.36
France,FRA,2012,6.34
France,FRA,2013,6.28
France,FRA,2014,6.2
France,FRA,2015,6.13
France,FRA,2016,6.06
France,FRA,2017,5.98
Gabon,GAB,1960,5.71399
Gabon,GAB,1970,9.9107
Gabon,GAB,1985,1.552
Gabon,GAB,1990,3.1938
Gabon,GAB,2006,2
Gabon,GAB,2008,1.3
Gabon,GAB,2010,6.3
Gambia,GMB,1960,1.18182
Gambia,GMB,1985,1.6578
Gambia,GMB,1990,0.6109
Gambia,GMB,2005,0.8
Gambia,GMB,2009,1.1
Gambia,GMB,2011,1.1
Georgia,GEO,1980,10.1708
Georgia,GEO,1985,9.9734
Georgia,GEO,1986,10.015
Georgia,GEO,1987,10.1074
Georgia,GEO,1988,9.9935
Georgia,GEO,1989,9.9957
Georgia,GEO,1990,9.7975
Georgia,GEO,1991,9.7981
Georgia,GEO,1992,10.0087
Georgia,GEO,1993,9.3911
Georgia,GEO,1994,9.6758
Georgia,GEO,1995,7.66
Georgia,GEO,1996,5.67
Georgia,GEO,1997,5.86
Georgia,GEO,1998,5.71
Georgia,GEO,1999,5.69
Georgia,GEO,2000,4.8
Georgia,GEO,2001,4.5
Georgia,GEO,2002,4.2
Georgia,GEO,2003,4.2
Georgia,GEO,2004,4.1
Georgia,GEO,2005,3.9
Georgia,GEO,2006,3.7
Georgia,GEO,2007,3.3
